month,at_risk,events,survival,cohort_dimension,cohort_value,cohort_size
72,0,0,0.0,risk_segment,At-risk,1761
0,1761,0,1.0,risk_segment,Healthy,1761
1,1753,0,1.0,risk_segment,Healthy,1761
2,1751,0,1.0,risk_segment,Healthy,1761
3,1750,0,1.0,risk_segment,Healthy,1761
4,1747,0,1.0,risk_segment,Healthy,1761
5,1740,0,1.0,risk_segment,Healthy,1761
6,1738,0,1.0,risk_segment,Healthy,1761
7,1726,0,1.0,risk_segment,Healthy,1761
8,1716,0,1.0,risk_segment,Healthy,1761
9,1701,0,1.0,risk_segment,Healthy,1761
10,1696,0,1.0,risk_segment,Healthy,1761
11,1689,0,1.0,risk_segment,Healthy,1761
12,1679,0,1.0,risk_segment,Healthy,1761
13,1665,0,1.0,risk_segment,Healthy,1761
14,1649,0,1.0,risk_segment,Healthy,1761
15,1638,0,1.0,risk_segment,Healthy,1761
16,1626,0,1.0,risk_segment,Healthy,1761
17,1615,0,1.0,risk_segment,Healthy,1761
18,1600,1,0.999375,risk_segment,Healthy,1761
19,1587,0,0.999375,risk_segment,Healthy,1761
20,1574,0,0.999375,risk_segment,Healthy,1761
21,1563,0,0.999375,risk_segment,Healthy,1761
22,1554,0,0.999375,risk_segment,Healthy,1761
23,1540,0,0.999375,risk_segment,Healthy,1761
24,1514,0,0.999375,risk_segment,Healthy,1761
25,1490,2,0.9980335570469799,risk_segment,Healthy,1761
26,1473,0,0.9980335570469799,risk_segment,Healthy,1761
27,1463,0,0.9980335570469799,risk_segment,Healthy,1761
28,1443,0,0.9980335570469799,risk_segment,Healthy,1761
29,1436,0,0.9980335570469799,risk_segment,Healthy,1761
30,1422,0,0.9980335570469799,risk_segment,Healthy,1761
31,1409,0,0.9980335570469799,risk_segment,Healthy,1761
32,1399,0,0.9980335570469799,risk_segment,Healthy,1761
33,1389,1,0.9973150303680405,risk_segment,Healthy,1761
34,1373,0,0.9973150303680405,risk_segment,Healthy,1761
35,1362,0,0.9973150303680405,risk_segment,Healthy,1761
36,1335,0,0.9973150303680405,risk_segment,Healthy,1761
37,1319,0,0.9973150303680405,risk_segment,Healthy,1761
38,1302,0,0.9973150303680405,risk_segment,Healthy,1761
39,1286,0,0.9973150303680405,risk_segment,Healthy,1761
40,1271,0,0.9973150303680405,risk_segment,Healthy,1761
41,1260,0,0.9973150303680405,risk_segment,Healthy,1761
42,1246,0,0.9973150303680405,risk_segment,Healthy,1761
43,1230,0,0.9973150303680405,risk_segment,Healthy,1761
44,1217,0,0.9973150303680405,risk_segment,Healthy,1761
45,1205,1,0.9964873830399342,risk_segment,Healthy,1761
46,1185,1,0.9956464654171158,risk_segment,Healthy,1761
47,1159,0,0.9956464654171158,risk_segment,Healthy,1761
48,1132,1,0.9947669190695742,risk_segment,Healthy,1761
49,1111,0,0.9947669190695742,risk_segment,Healthy,1761
50,1095,0,0.9947669190695742,risk_segment,Healthy,1761
51,1073,0,0.9947669190695742,risk_segment,Healthy,1761
52,1050,0,0.9947669190695742,risk_segment,Healthy,1761
53,1018,2,0.9928125636293589,risk_segment,Healthy,1761
54,995,0,0.9928125636293589,risk_segment,Healthy,1761
55,971,1,0.9917900996091432,risk_segment,Healthy,1761
56,949,2,0.9896999202632862,risk_segment,Healthy,1761
57,918,0,0.9896999202632862,risk_segment,Healthy,1761
58,893,1,0.9885916336784449,risk_segment,Healthy,1761
59,867,1,0.9874513895796232,risk_segment,Healthy,1761
60,845,0,0.9874513895796232,risk_segment,Healthy,1761
61,818,0,0.9874513895796232,risk_segment,Healthy,1761
62,786,0,0.9874513895796232,risk_segment,Healthy,1761
63,751,0,0.9874513895796232,risk_segment,Healthy,1761
64,716,2,0.9846931454746521,risk_segment,Healthy,1761
65,682,1,0.983249313883047,risk_segment,Healthy,1761
66,650,1,0.9817366226309193,risk_segment,Healthy,1761
67,608,0,0.9817366226309193,risk_segment,Healthy,1761
68,562,0,0.9817366226309193,risk_segment,Healthy,1761
69,511,0,0.9817366226309193,risk_segment,Healthy,1761
70,462,2,0.977486680541608,risk_segment,Healthy,1761
71,396,0,0.977486680541608,risk_segment,Healthy,1761
72,283,1,0.9740326640025917,risk_segment,Healthy,1761
0,3521,0,1.0,risk_segment,Middle,3521
1,3518,62,0.9823763501989767,risk_segment,Middle,3521
2,3336,13,0.9785481449973621,risk_segment,Middle,3521
3,3267,18,0.9731566951626658,risk_segment,Middle,3521
4,3195,20,0.967064947462117,risk_segment,Middle,3521
5,3120,14,0.9627255534670948,risk_segment,Middle,3521
6,3063,10,0.9595824729791186,risk_segment,Middle,3521
7,3011,13,0.9554394732618391,risk_segment,Middle,3521
8,2945,10,0.952195196612393,risk_segment,Middle,3521
9,2885,17,0.9465843410344343,risk_segment,Middle,3521
10,2828,7,0.9442413104873194,risk_segment,Middle,3521
11,2766,11,0.9404861932004935,risk_segment,Middle,3521
12,2714,15,0.935288222346401,risk_segment,Middle,3521
13,2649,8,0.9324636448534711,risk_segment,Middle,3521
14,2596,5,0.9306676825174667,risk_segment,Middle,3521
15,2561,14,0.9255800809730526,risk_segment,Middle,3521
16,2512,9,0.9222639103007765,risk_segment,Middle,3521
17,2475,11,0.9181649595883286,risk_segment,Middle,3521
18,2427,8,0.9151384578673947,risk_segment,Middle,3521
19,2370,7,0.9124355172745373,risk_segment,Middle,3521
20,2327,6,0.9100828687555655,risk_segment,Middle,3521
21,2285,5,0.9080914401587262,risk_segment,Middle,3521
22,2251,19,0.9004265190734237,risk_segment,Middle,3521
23,2190,4,0.8987819044267144,risk_segment,Middle,3521
24,2149,9,0.8950178108297667,risk_segment,Middle,3521
25,2102,8,0.8916114633099579,risk_segment,Middle,3521
26,2054,6,0.8890069507589065,risk_segment,Middle,3521
27,2001,5,0.886785544085346,risk_segment,Middle,3521
28,1959,5,0.8845221812877826,risk_segment,Middle,3521
29,1919,7,0.8812956803659407,risk_segment,Middle,3521
30,1877,9,0.8770699685261467,risk_segment,Middle,3521
31,1831,10,0.8722798540066156,risk_segment,Middle,3521
32,1789,10,0.8674040582883003,risk_segment,Middle,3521
33,1745,9,0.8629303410822288,risk_segment,Middle,3521
34,1705,8,0.8588814010654207,risk_segment,Middle,3521
35,1659,9,0.8542220082929138,risk_segment,Middle,3521
36,1606,3,0.8526263258365759,risk_segment,Middle,3521
37,1580,6,0.8493885043460573,risk_segment,Middle,3521
38,1543,10,0.8438837181869773,risk_segment,Middle,3521
39,1508,11,0.8377280677227487,risk_segment,Middle,3521
40,1473,9,0.8326095662906341,risk_segment,Middle,3521
41,1428,9,0.8273620270072898,risk_segment,Middle,3521
42,1379,9,0.8219622748368288,risk_segment,Middle,3521
43,1338,12,0.8145904158696824,risk_segment,Middle,3521
44,1292,5,0.8114379761797842,risk_segment,Middle,3521
45,1255,5,0.808205155557554,risk_segment,Middle,3521
46,1214,10,0.8015477819532908,risk_segment,Middle,3521
47,1169,11,0.7940054161692992,risk_segment,Middle,3521
48,1135,8,0.7884089022227314,risk_segment,Middle,3521
49,1093,12,0.7797529947875321,risk_segment,Middle,3521
50,1047,7,0.7745397464938237,risk_segment,Middle,3521
51,1006,6,0.769920225142966,risk_segment,Middle,3521
52,963,6,0.7651232143944117,risk_segment,Middle,3521
53,919,10,0.7567976081442005,risk_segment,Middle,3521
54,874,11,0.7472726954558867,risk_segment,Middle,3521
55,832,6,0.7418837096713491,risk_segment,Middle,3521
56,792,8,0.734389934826184,risk_segment,Middle,3521
57,744,8,0.7264932688603111,risk_segment,Middle,3521
58,704,9,0.7172057128663583,risk_segment,Middle,3521
59,665,7,0.7096561790467124,risk_segment,Middle,3521
60,627,5,0.7039970388629269,risk_segment,Middle,3521
61,580,7,0.6955005228766502,risk_segment,Middle,3521
62,537,5,0.6890247265742605,risk_segment,Middle,3521
63,503,3,0.6849152351632808,risk_segment,Middle,3521
64,468,2,0.6819882469788223,risk_segment,Middle,3521
65,422,8,0.6690595598323044,risk_segment,Middle,3521
66,379,12,0.6478756159853712,risk_segment,Middle,3521
67,333,10,0.6284198917816064,risk_segment,Middle,3521
68,281,7,0.6127653037301073,risk_segment,Middle,3521
69,234,8,0.5918160625769412,risk_segment,Middle,3521
70,188,8,0.5666324003396246,risk_segment,Middle,3521
71,136,6,0.5416339120893471,risk_segment,Middle,3521
72,79,5,0.5073532847419201,risk_segment,Middle,3521
