customerID,Contract,tenure,tenure_bucket,PaymentMethod,InternetService,MonthlyCharges,service_count,churn,churn_probability,risk_segment,shap_explanation
4629-NRXKX,Month-to-month,2,0-6,Electronic check,Fiber optic,70.4,1,1,0.5910409,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.20)"
3703-VAVCL,Month-to-month,2,0-6,Credit card (automatic),Fiber optic,90.0,4,1,0.5910308,At-risk,"Contract=Month-to-month (+risk, SHAP +0.65); tenure (+risk, SHAP +0.59); TechSupport=No (-risk, SHAP -0.23)"
3165-HDOEW,Month-to-month,1,0-6,Mailed check,DSL,45.85,1,1,0.59068155,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
7952-OBOYL,Month-to-month,3,0-6,Mailed check,Fiber optic,89.85,4,0,0.5906563,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); tenure (+risk, SHAP +0.54); TechSupport=No (-risk, SHAP -0.23)"
1771-OADNZ,Month-to-month,29,25-48,Electronic check,Fiber optic,95.9,5,1,0.59064275,At-risk,"Contract=Month-to-month (+risk, SHAP +0.52); tenure (-risk, SHAP -0.35); InternetService=Fiber optic (+risk, SHAP +0.23)"
8325-QRPZR,Month-to-month,7,7-12,Electronic check,Fiber optic,75.15,2,0,0.5905887,At-risk,"Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (+risk, SHAP +0.29); tenure (+risk, SHAP +0.23)"
1475-VWVDO,Month-to-month,7,7-12,Electronic check,Fiber optic,74.9,2,0,0.5905887,At-risk,"Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (+risk, SHAP +0.29); tenure (+risk, SHAP +0.22)"
5117-IFGPS,Month-to-month,29,25-48,Electronic check,Fiber optic,84.3,3,0,0.5904267,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.37); InternetService=Fiber optic (+risk, SHAP +0.23)"
0023-XUOPT,Month-to-month,13,13-24,Electronic check,Fiber optic,94.1,5,1,0.59033126,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); InternetService=Fiber optic (+risk, SHAP +0.28); PaperlessBilling=No (-risk, SHAP -0.26)"
2057-ZBLPD,Month-to-month,21,13-24,Electronic check,Fiber optic,86.5,3,1,0.5896511,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); InternetService=Fiber optic (+risk, SHAP +0.23); PaymentMethod=Electronic check (+risk, SHAP +0.22)"
8481-YYXWG,Month-to-month,5,0-6,Electronic check,Fiber optic,89.35,4,1,0.5895658,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); tenure (+risk, SHAP +0.42); TechSupport=No (-risk, SHAP -0.26)"
0947-IDHRQ,Month-to-month,7,7-12,Mailed check,Fiber optic,80.3,2,1,0.5891871,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); tenure (+risk, SHAP +0.29); InternetService=Fiber optic (+risk, SHAP +0.29)"
3566-HJGPK,Month-to-month,1,0-6,Mailed check,DSL,45.55,1,0,0.5884614,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
4441-NIHPT,Month-to-month,13,13-24,Electronic check,Fiber optic,74.3,2,1,0.5883203,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.28); PaymentMethod=Electronic check (+risk, SHAP +0.19)"
5628-FCGYG,Month-to-month,21,13-24,Electronic check,Fiber optic,84.1,3,0,0.5875151,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); InternetService=Fiber optic (+risk, SHAP +0.23); PaymentMethod=Electronic check (+risk, SHAP +0.22)"
3926-CUQZX,Month-to-month,1,0-6,Bank transfer (automatic),DSL,45.1,1,1,0.5870536,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
7538-GWHML,Month-to-month,2,0-6,Electronic check,Fiber optic,69.65,1,1,0.58694154,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.20)"
6993-OHLXR,Month-to-month,2,0-6,Electronic check,Fiber optic,68.95,1,1,0.58694154,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.20)"
5442-BHQNG,Month-to-month,2,0-6,Electronic check,Fiber optic,70.35,1,0,0.58694154,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.47); InternetService=Fiber optic (+risk, SHAP +0.20)"
7912-SYRQT,Month-to-month,7,7-12,Bank transfer (automatic),Fiber optic,75.1,2,1,0.5865478,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); tenure (+risk, SHAP +0.29); InternetService=Fiber optic (+risk, SHAP +0.29)"
1226-IENZN,Month-to-month,16,13-24,Electronic check,Fiber optic,78.75,2,0,0.5865067,At-risk,"Contract=Month-to-month (+risk, SHAP +0.60); InternetService=Fiber optic (+risk, SHAP +0.25); MultipleLines=No (-risk, SHAP -0.19)"
8676-TRMJS,Month-to-month,3,0-6,Mailed check,Fiber optic,75.0,2,1,0.586325,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.49); InternetService=Fiber optic (+risk, SHAP +0.21)"
0378-TOVMS,Month-to-month,3,0-6,Electronic check,Fiber optic,85.8,3,1,0.5862662,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); tenure (+risk, SHAP +0.48); TechSupport=No (-risk, SHAP -0.23)"
6595-YGXIT,Month-to-month,25,25-48,Electronic check,Fiber optic,88.95,4,1,0.58623564,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.26); InternetService=Fiber optic (+risk, SHAP +0.23)"
9889-TMAHG,Month-to-month,8,7-12,Credit card (automatic),Fiber optic,100.3,5,1,0.586186,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); MonthlyCharges (+risk, SHAP +0.54); tenure (+risk, SHAP +0.28)"
1254-IZEYF,Month-to-month,31,25-48,Electronic check,Fiber optic,99.95,5,1,0.5861632,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.39); MonthlyCharges (+risk, SHAP +0.36)"
3317-VLGQT,Month-to-month,14,13-24,Electronic check,Fiber optic,78.1,2,0,0.5861038,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); InternetService=Fiber optic (+risk, SHAP +0.27); OnlineSecurity=No (+risk, SHAP +0.18)"
3644-QXEHN,Month-to-month,13,13-24,Electronic check,Fiber optic,97.0,4,0,0.58606416,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); MonthlyCharges (+risk, SHAP +0.33); InternetService=Fiber optic (+risk, SHAP +0.28)"
3317-HRTNN,Month-to-month,5,0-6,Electronic check,DSL,45.7,2,1,0.58599406,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (+risk, SHAP +0.30); InternetService=Fiber optic (-risk, SHAP -0.29)"
3254-YRILK,Month-to-month,19,13-24,Electronic check,Fiber optic,88.2,4,1,0.5854375,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); InternetService=Fiber optic (+risk, SHAP +0.23); PaymentMethod=Electronic check (+risk, SHAP +0.22)"
8903-XEBGX,Month-to-month,2,0-6,Electronic check,DSL,55.3,2,0,0.58535117,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.27)"
1660-HSOOQ,Month-to-month,1,0-6,Mailed check,DSL,49.65,2,1,0.58492196,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
5696-QURRL,Month-to-month,1,0-6,Mailed check,DSL,45.05,1,1,0.58491945,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
2107-FBPTK,Month-to-month,30,25-48,Electronic check,Fiber optic,104.1,6,0,0.5848353,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); tenure (-risk, SHAP -0.38); MonthlyCharges (+risk, SHAP +0.37)"
0923-PNFUB,Month-to-month,3,0-6,Electronic check,Fiber optic,83.75,3,1,0.5847854,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.44); PaperlessBilling=No (-risk, SHAP -0.22)"
3413-BMNZE,Month-to-month,1,0-6,Bank transfer (automatic),DSL,45.25,1,0,0.58475465,At-risk,"tenure (+risk, SHAP +0.81); Contract=Month-to-month (+risk, SHAP +0.64); TotalCharges (+risk, SHAP +0.25)"
2722-JMONI,Month-to-month,1,0-6,Electronic check,DSL,49.55,2,1,0.584674,At-risk,"tenure (+risk, SHAP +0.77); Contract=Month-to-month (+risk, SHAP +0.65); OnlineSecurity=No (-risk, SHAP -0.33)"
0258-NOKBL,Month-to-month,3,0-6,Electronic check,Fiber optic,90.4,4,0,0.58455545,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.45); PaperlessBilling=No (-risk, SHAP -0.23)"
3050-GBUSH,Month-to-month,3,0-6,Credit card (automatic),DSL,34.8,1,0,0.5842955,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.54); InternetService=Fiber optic (-risk, SHAP -0.26)"
7426-RHZGU,Month-to-month,9,7-12,Bank transfer (automatic),Fiber optic,95.9,4,0,0.58423156,At-risk,"Contract=Month-to-month (+risk, SHAP +0.56); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.28)"
9121-PHQSR,Month-to-month,16,13-24,Credit card (automatic),Fiber optic,85.05,3,0,0.5841762,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); InternetService=Fiber optic (+risk, SHAP +0.25); PaymentMethod=Electronic check (-risk, SHAP -0.19)"
8337-MSSXB,Month-to-month,14,13-24,Electronic check,Fiber optic,86.3,3,1,0.5841257,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); InternetService=Fiber optic (+risk, SHAP +0.27); OnlineSecurity=No (+risk, SHAP +0.19)"
4193-ORFCL,Month-to-month,1,0-6,Mailed check,DSL,45.1,1,1,0.5839039,At-risk,"tenure (+risk, SHAP +0.83); Contract=Month-to-month (+risk, SHAP +0.64); TotalCharges (+risk, SHAP +0.26)"
3453-RTHJQ,Month-to-month,6,0-6,Electronic check,Fiber optic,69.1,1,0,0.58386135,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.26)"
9239-ZBZZV,Month-to-month,6,0-6,Electronic check,DSL,47.95,3,1,0.5838249,At-risk,"Contract=Month-to-month (+risk, SHAP +0.55); InternetService=Fiber optic (-risk, SHAP -0.34); OnlineSecurity=No (+risk, SHAP +0.20)"
6393-WRYZE,Month-to-month,34,25-48,Electronic check,Fiber optic,97.65,4,1,0.5837205,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.41); MonthlyCharges (+risk, SHAP +0.30)"
4277-PVRAN,Month-to-month,8,7-12,Bank transfer (automatic),Fiber optic,80.1,2,1,0.58344305,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.29); tenure (+risk, SHAP +0.25)"
6496-JDSSB,Month-to-month,8,7-12,Bank transfer (automatic),Fiber optic,80.0,2,0,0.58344305,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.29); tenure (+risk, SHAP +0.25)"
7825-GKXMW,Month-to-month,1,0-6,Electronic check,DSL,45.8,1,1,0.5829796,At-risk,"tenure (+risk, SHAP +0.77); Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (-risk, SHAP -0.26)"
3672-YITQD,Month-to-month,36,25-48,Electronic check,Fiber optic,84.1,3,1,0.5820788,At-risk,"Contract=Month-to-month (+risk, SHAP +0.56); tenure (-risk, SHAP -0.39); InternetService=Fiber optic (+risk, SHAP +0.23)"
4572-DVCGN,Month-to-month,10,7-12,Bank transfer (automatic),Fiber optic,80.25,2,1,0.58207774,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.23)"
5216-WASFJ,Month-to-month,31,25-48,Electronic check,Fiber optic,84.85,3,0,0.5820562,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.40); InternetService=Fiber optic (+risk, SHAP +0.23)"
9606-PBKBQ,Month-to-month,32,25-48,Electronic check,Fiber optic,85.0,3,1,0.5820562,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.40); InternetService=Fiber optic (+risk, SHAP +0.23)"
7072-MBHEV,Month-to-month,11,7-12,Credit card (automatic),Fiber optic,78.1,3,0,0.5819641,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.28); OnlineSecurity=No (+risk, SHAP +0.17)"
2357-COQEK,Month-to-month,28,25-48,Electronic check,Fiber optic,103.3,6,1,0.5819327,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); MonthlyCharges (+risk, SHAP +0.42); tenure (-risk, SHAP -0.34)"
2439-LYPMQ,Month-to-month,38,25-48,Electronic check,Fiber optic,102.6,6,0,0.5815979,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); MonthlyCharges (+risk, SHAP +0.39); tenure (-risk, SHAP -0.38)"
8111-SLLHI,Month-to-month,39,25-48,Electronic check,Fiber optic,105.65,6,1,0.5815979,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); MonthlyCharges (+risk, SHAP +0.39); tenure (-risk, SHAP -0.38)"
9588-OZDMQ,Month-to-month,2,0-6,Electronic check,DSL,45.0,1,0,0.58141506,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.27)"
2685-SREOM,Month-to-month,25,25-48,Electronic check,Fiber optic,89.1,4,1,0.5810096,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.27); InternetService=Fiber optic (+risk, SHAP +0.24)"
9992-RRAMN,Month-to-month,22,13-24,Electronic check,Fiber optic,85.1,3,1,0.5802446,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); InternetService=Fiber optic (+risk, SHAP +0.23); tenure (-risk, SHAP -0.22)"
2800-VEQXM,Month-to-month,3,0-6,Mailed check,Fiber optic,74.75,2,0,0.5798246,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.48); InternetService=Fiber optic (+risk, SHAP +0.21)"
5091-HFAZW,Month-to-month,2,0-6,Electronic check,Fiber optic,91.15,4,0,0.5796935,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); tenure (+risk, SHAP +0.46); OnlineSecurity=No (-risk, SHAP -0.38)"
8739-WWKDU,Month-to-month,25,25-48,Electronic check,Fiber optic,89.5,4,1,0.5794795,At-risk,"Contract=Month-to-month (+risk, SHAP +0.57); tenure (-risk, SHAP -0.26); InternetService=Fiber optic (+risk, SHAP +0.23)"
2080-CAZNM,Month-to-month,41,25-48,Electronic check,Fiber optic,104.4,6,0,0.57905954,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); MonthlyCharges (+risk, SHAP +0.39); tenure (-risk, SHAP -0.38)"
7359-PTSXY,Month-to-month,1,0-6,Electronic check,DSL,45.75,1,1,0.5789807,At-risk,"tenure (+risk, SHAP +0.76); Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (-risk, SHAP -0.26)"
8374-XGEJJ,Month-to-month,43,25-48,Electronic check,Fiber optic,101.0,5,1,0.57894164,At-risk,"Contract=Month-to-month (+risk, SHAP +0.49); tenure (-risk, SHAP -0.39); MonthlyCharges (+risk, SHAP +0.37)"
2232-DMLXU,Month-to-month,1,0-6,Mailed check,DSL,55.2,2,1,0.57858044,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.64); TotalCharges (+risk, SHAP +0.26)"
0225-ZORZP,Month-to-month,3,0-6,Electronic check,Fiber optic,84.3,3,0,0.5784855,At-risk,"Contract=Month-to-month (+risk, SHAP +0.67); tenure (+risk, SHAP +0.44); PaperlessBilling=No (-risk, SHAP -0.22)"
4847-QNOKA,Month-to-month,1,0-6,Bank transfer (automatic),DSL,44.9,1,1,0.5783776,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
7729-JTEEC,Month-to-month,2,0-6,Electronic check,DSL,44.5,1,0,0.57820994,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); tenure (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.27)"
7326-RIGQZ,Month-to-month,6,0-6,Electronic check,Fiber optic,69.8,1,0,0.5781358,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.26)"
4919-IKATY,Month-to-month,5,0-6,Electronic check,Fiber optic,84.5,4,1,0.5779578,At-risk,"Contract=Month-to-month (+risk, SHAP +0.66); OnlineSecurity=No (-risk, SHAP -0.40); tenure (+risk, SHAP +0.34)"
3376-BMGFE,Month-to-month,4,0-6,Bank transfer (automatic),Fiber optic,70.9,1,1,0.5776643,At-risk,"Contract=Month-to-month (+risk, SHAP +0.68); tenure (+risk, SHAP +0.45); InternetService=Fiber optic (+risk, SHAP +0.23)"
2034-CGRHZ,Month-to-month,24,13-24,Credit card (automatic),Fiber optic,102.95,6,1,0.5776508,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); MonthlyCharges (+risk, SHAP +0.39); tenure (-risk, SHAP -0.27)"
5908-QMGOE,Month-to-month,15,13-24,Credit card (automatic),Fiber optic,74.2,2,1,0.5774121,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.27); PaymentMethod=Electronic check (-risk, SHAP -0.18)"
6330-JKLPC,Month-to-month,11,7-12,Bank transfer (automatic),Fiber optic,80.5,3,1,0.5772683,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.29); OnlineSecurity=No (+risk, SHAP +0.19)"
1666-JXLKU,Month-to-month,37,25-48,Electronic check,Fiber optic,100.05,5,0,0.57725376,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.41); MonthlyCharges (+risk, SHAP +0.39)"
9625-QSTYE,Month-to-month,13,13-24,Electronic check,Fiber optic,81.15,3,1,0.577247,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.29); OnlineSecurity=No (+risk, SHAP +0.19)"
2568-OIADY,Month-to-month,37,25-48,Electronic check,Fiber optic,99.5,5,1,0.5772023,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.41); MonthlyCharges (+risk, SHAP +0.39)"
7142-HVGBG,Month-to-month,43,25-48,Electronic check,Fiber optic,103.0,6,1,0.57712454,At-risk,"Contract=Month-to-month (+risk, SHAP +0.48); tenure (-risk, SHAP -0.39); MonthlyCharges (+risk, SHAP +0.39)"
6400-BWQKW,Month-to-month,6,0-6,Electronic check,Fiber optic,79.05,3,1,0.5770625,At-risk,"Contract=Month-to-month (+risk, SHAP +0.65); OnlineSecurity=No (-risk, SHAP -0.39); tenure (+risk, SHAP +0.28)"
1918-ZBFQJ,Month-to-month,13,13-24,Electronic check,Fiber optic,79.25,3,1,0.5768342,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.29); OnlineSecurity=No (+risk, SHAP +0.19)"
6595-COKXZ,Month-to-month,1,0-6,Mailed check,DSL,44.45,1,1,0.5762309,At-risk,"tenure (+risk, SHAP +0.87); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
4598-XLKNJ,Month-to-month,25,25-48,Electronic check,Fiber optic,98.5,5,1,0.5761052,At-risk,"Contract=Month-to-month (+risk, SHAP +0.52); MonthlyCharges (+risk, SHAP +0.35); tenure (-risk, SHAP -0.24)"
8397-MVTAZ,Month-to-month,34,25-48,Electronic check,Fiber optic,100.05,5,1,0.57609695,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.42); MonthlyCharges (+risk, SHAP +0.39)"
0529-ONKER,Month-to-month,15,13-24,Electronic check,Fiber optic,75.65,2,1,0.575819,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); InternetService=Fiber optic (+risk, SHAP +0.26); PaperlessBilling=No (-risk, SHAP -0.22)"
6876-ADESB,Month-to-month,1,0-6,Electronic check,DSL,48.95,2,1,0.5757447,At-risk,"tenure (+risk, SHAP +0.76); Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (-risk, SHAP -0.26)"
5271-DBYSJ,Month-to-month,11,7-12,Credit card (automatic),Fiber optic,79.15,2,0,0.5748362,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); InternetService=Fiber optic (+risk, SHAP +0.28); MultipleLines=No (-risk, SHAP -0.17)"
6142-VSJQO,Month-to-month,1,0-6,Bank transfer (automatic),DSL,44.35,1,1,0.57483184,At-risk,"tenure (+risk, SHAP +0.85); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
8224-DWCKX,Month-to-month,12,7-12,Credit card (automatic),Fiber optic,73.3,2,0,0.57467365,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.28); PaymentMethod=Electronic check (-risk, SHAP -0.17)"
3961-SXAXY,Month-to-month,1,0-6,Bank transfer (automatic),DSL,44.05,1,0,0.57418835,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
9214-EKVXR,Month-to-month,1,0-6,Mailed check,DSL,44.0,1,0,0.5741837,At-risk,"tenure (+risk, SHAP +0.87); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
4727-MCYZG,Month-to-month,1,0-6,Mailed check,DSL,55.55,2,0,0.573983,At-risk,"tenure (+risk, SHAP +0.85); Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (-risk, SHAP -0.26)"
0939-YAPAF,Month-to-month,35,25-48,Electronic check,Fiber optic,100.25,5,1,0.57354975,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.42); MonthlyCharges (+risk, SHAP +0.39)"
2103-ZRXFN,Month-to-month,1,0-6,Mailed check,DSL,50.75,2,0,0.5732227,At-risk,"tenure (+risk, SHAP +0.85); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
9638-JIQYA,Month-to-month,2,0-6,Credit card (automatic),DSL,24.9,0,0,0.573154,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); tenure (+risk, SHAP +0.61); MonthlyCharges (-risk, SHAP -0.30)"
1513-XNPPH,Month-to-month,12,7-12,Electronic check,Fiber optic,89.4,4,1,0.5731345,At-risk,"Contract=Month-to-month (+risk, SHAP +0.61); InternetService=Fiber optic (+risk, SHAP +0.28); TechSupport=No (-risk, SHAP -0.23)"
5364-EVNIB,Month-to-month,13,13-24,Electronic check,Fiber optic,79.8,3,1,0.57292235,At-risk,"Contract=Month-to-month (+risk, SHAP +0.63); InternetService=Fiber optic (+risk, SHAP +0.29); OnlineSecurity=No (+risk, SHAP +0.19)"
8617-ENBDS,Month-to-month,3,0-6,Credit card (automatic),Fiber optic,73.6,2,0,0.57285213,At-risk,"Contract=Month-to-month (+risk, SHAP +0.69); tenure (+risk, SHAP +0.49); InternetService=Fiber optic (+risk, SHAP +0.21)"
0952-KMEEH,Month-to-month,13,13-24,Mailed check,Fiber optic,98.15,5,1,0.5724962,At-risk,"Contract=Month-to-month (+risk, SHAP +0.58); MonthlyCharges (+risk, SHAP +0.44); InternetService=Fiber optic (+risk, SHAP +0.28)"
2962-XPMCQ,Month-to-month,2,0-6,Electronic check,DSL,45.15,1,1,0.572361,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.27)"
3488-PGMQJ,Month-to-month,8,7-12,Electronic check,Fiber optic,74.5,2,1,0.57228863,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.28); OnlineSecurity=No (+risk, SHAP +0.18)"
6650-VJONK,Month-to-month,1,0-6,Bank transfer (automatic),DSL,43.85,1,0,0.5721386,At-risk,"tenure (+risk, SHAP +0.84); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
7663-RGWBC,Month-to-month,1,0-6,Mailed check,DSL,44.15,1,1,0.57203615,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
8710-YGLWG,Month-to-month,1,0-6,Mailed check,DSL,44.9,1,0,0.57203615,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
8950-MTZNV,Month-to-month,1,0-6,Mailed check,DSL,44.95,1,0,0.57203615,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
0082-LDZUE,Month-to-month,1,0-6,Mailed check,DSL,44.3,1,0,0.57203615,At-risk,"tenure (+risk, SHAP +0.86); Contract=Month-to-month (+risk, SHAP +0.65); InternetService=Fiber optic (-risk, SHAP -0.26)"
4009-ALQFH,Month-to-month,25,25-48,Electronic check,Fiber optic,99.5,5,1,0.57161725,At-risk,"Contract=Month-to-month (+risk, SHAP +0.52); MonthlyCharges (+risk, SHAP +0.38); tenure (-risk, SHAP -0.25)"
6338-AVWCY,Month-to-month,3,0-6,Mailed check,DSL,40.15,2,1,0.5715442,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); tenure (+risk, SHAP +0.53); InternetService=Fiber optic (-risk, SHAP -0.25)"
8999-BOHSE,Month-to-month,11,7-12,Bank transfer (automatic),Fiber optic,89.7,3,1,0.5714465,At-risk,"Contract=Month-to-month (+risk, SHAP +0.62); InternetService=Fiber optic (+risk, SHAP +0.28); tenure (+risk, SHAP +0.16)"
2809-ZMYOQ,Month-to-month,32,25-48,Electronic check,Fiber optic,101.35,5,0,0.57111835,At-risk,"Contract=Month-to-month (+risk, SHAP +0.50); tenure (-risk, SHAP -0.42); MonthlyCharges (+risk, SHAP +0.38)"
2460-NGXBJ,Month-to-month,11,7-12,Credit card (automatic),Fiber optic,75.2,2,0,0.57077545,At-risk,"Contract=Month-to-month (+risk, SHAP +0.64); InternetService=Fiber optic (+risk, SHAP +0.28); PaymentMethod=Electronic check (-risk, SHAP -0.17)"
